Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,19,CS,86.66,43.29,87.47,58.55,62.32,9.26,74.17,81.37,B,13.9,0,1,Not Reported,1,8,5.5
Female,18,CS,75.4314094558,51.99,42.978,87.2,65.28,3.18,95.3,92.17,A,25.1,0,1,High School,0,5,7.8
Male,21,Business,59.32,63.99,66.59,78.74,87.34,0.91,71.85,52.4495,D,6.3,0,1,Not Reported,2,8,7.3
Male,24,CS,66.6,50.05,75.25,70.23,81.29,8.02,94.6,96.19,B,7.9,1,1,High School,0,1,5.1
Female,24,Business,78.18,51.64,96.79,74.61,59.21,8.04,79.14,66.54,C,7.1,0,1,Not Reported,0,10,8.3
Male,24,Mathematics,86.32,63.48,74.44,77.48,79.89,6.19,71.31,52.4495,A,19.1,1,1,High School,0,3,8.8
Male,23,Mathematics,74.09,97.121,49.52,74.81,85.41,5.8,50.2,91.77,C,15.3,1,1,Master's,2,7,7.8
Male,23,Mathematics,76.28,85.85,71.05,68.91,69.44,9.15,64.78,96.71,A,16.3,0,1,High School,1,6,4.3
Female,23,CS,75.4314094558,59.18,63.75,64.62,62.3,1.76,93.4,88.43,F,19.4,0,1,Master's,1,5,7.1
Male,23,Engineering,95.73,97.1,68.76,69.42,83.95,6.17,71.44,90.23,B,13.1,0,1,Master's,0,7,8.7
Male,23,CS,96.44,78.74,51.83,75.03,80.54,0.5,71.07,93.57,A,9.6,0,1,Not Reported,0,5,5.6
Female,18,Business,84.17,67.33,70.05,58.67,53.9,1.41,74.47,76.12,A,12.7,0,1,Master's,1,7,6.9
Female,19,Business,52.899,68.1,49.0,69.68,83.33,4.37,64.32,84.02,C,28.9,1,1,Not Reported,0,10,5.1
Female,21,Business,76.85,64.64,84.64,69.27,74.43,8.21,74.58,64.32,C,28.8,0,1,Master's,2,3,8.4
Male,20,Engineering,81.46,53.98,75.63,64.3,87.67,7.33,68.79,62.49,B,28.9,0,1,PhD,1,6,8.3
Female,23,Business,97.5205,63.2,44.71,99.92,59.54,9.74,95.47,80.45,B,6.3,0,1,Bachelor's,0,2,5.8
Male,18,CS,97.5205,71.67,93.38,53.68,62.91,0.45,78.2,86.73,A,7.2,1,1,Not Reported,0,1,5.7
Female,24,CS,92.88,71.68,76.98,82.15,77.17,3.81,91.71,69.86,A,6.3,1,1,Not Reported,0,2,4.2
Male,21,Business,53.19,85.7,58.97,58.72,74.09,1.59,84.34,70.01,D,25.4,0,1,Master's,0,4,5.6
Female,21,Engineering,75.4314094558,61.53,42.978,91.98,69.32,0.37,60.63,97.513,A,28.9,0,1,High School,0,10,7.9
Male,21,Mathematics,80.63,83.01,77.93,95.71,87.3,2.64,93.38,75.92,F,18.6,0,1,Not Reported,0,6,4.2
Male,18,CS,90.04,74.69,62.41,70.07,78.24,2.44,54.36,97.513,A,22.5,1,1,Bachelor's,2,5,5.0
Female,20,Business,70.36,97.121,94.46,91.17,85.51,4.2,72.43,93.14,D,13.8,1,0,High School,0,8,7.7
Female,23,Engineering,65.98,63.12,42.978,62.5,57.66,1.4,61.96,81.98,D,24.1,0,0,High School,2,2,7.2
Male,21,Business,75.4314094558,94.07,42.978,57.0,86.45,4.89,76.88,52.4495,F,21.4,1,1,Master's,1,3,8.8
Female,18,Business,57.34,89.24,96.79,65.79,73.08,9.2,65.0,64.8,C,25.0,0,0,Bachelor's,2,2,6.0
Male,24,Mathematics,67.85,78.26,96.79,67.08,51.69,7.48,86.14,70.88,A,17.5,0,1,Bachelor's,1,10,4.7
Female,19,CS,92.88,79.27,42.978,69.87,61.72,8.42,96.85,82.64,B,9.9,1,1,High School,0,2,7.3
Female,24,Mathematics,52.899,45.08,82.96,74.81,51.29,8.05,85.45,69.78,C,16.9,0,1,Bachelor's,2,4,4.4
Male,18,CS,57.54,97.01,53.29,70.56,72.84,3.9,67.77,91.39,F,12.8,1,1,Not Reported,0,2,4.6
Female,18,CS,56.26,46.42,82.08,85.5,66.29,7.09,80.0,83.15,D,22.4,0,1,Master's,0,2,6.8
Female,18,Engineering,70.15,73.79,92.12,62.28,99.37,7.54,94.43,67.36,D,8.4,1,1,Master's,2,3,6.4
Male,21,Business,97.5205,59.8,46.05,50.93,93.43,2.06,63.5,89.22,B,13.3,0,1,PhD,0,1,5.3
Male,18,Engineering,58.67,65.79,54.33,74.48,91.28,8.6,55.91,65.15,F,6.3,0,1,PhD,1,5,6.4
Female,19,Business,57.27,76.61,42.978,72.41,75.06,4.58,56.54,53.14,F,25.4,0,1,Bachelor's,2,4,8.3
Male,21,Business,95.75,94.53,42.978,74.81,90.35,0.16,74.74,58.63,A,15.2,0,1,Not Reported,1,1,7.6
Female,24,CS,94.1,67.45,42.978,74.81,63.34,6.43,86.61,52.4495,A,24.4,1,0,Bachelor's,1,6,6.3
Female,19,Mathematics,52.899,97.121,88.04,75.5,78.03,6.77,82.86,91.62,C,7.4,1,1,PhD,1,7,5.6
Male,22,CS,87.59,75.57,57.9,61.74,69.65,5.52,72.69,81.36,A,9.8,0,1,Not Reported,1,4,6.9
Male,24,Business,82.77,49.63,69.59,93.88,58.57,2.12,86.46,78.53,B,26.3,0,0,Master's,2,3,4.2
Male,18,CS,88.39,51.4,87.27,58.66,53.63,4.82,81.7,83.1,A,19.9,0,1,Master's,1,9,7.7
Male,23,Engineering,74.73,82.97,69.7,51.01,77.91,4.0,81.41,82.68,B,6.3,0,1,Not Reported,1,3,8.0
Male,23,Engineering,97.5205,43.29,65.75,72.38,54.88,9.75,60.12,78.27,A,27.6,0,1,PhD,1,5,4.6
Male,21,CS,52.899,68.82,42.978,99.31,85.9,8.25,65.63,92.12,F,28.9,0,1,High School,1,5,6.0
Female,23,CS,61.72,48.89,74.08,74.81,96.07,7.62,67.22,72.05,B,21.5,0,1,Bachelor's,2,7,4.7
Female,24,CS,69.83,65.99,47.48,67.7,58.11,1.81,90.41,90.24,C,23.2,0,1,Master's,0,1,8.7
Male,21,CS,72.49,85.0,85.88,50.84,73.55,3.31,88.76,89.33,F,8.3,1,1,PhD,0,3,8.1
Female,24,CS,96.07,67.53,55.46,74.25,86.94,3.8,62.63,59.98,A,24.2,1,0,High School,1,3,4.2
Female,18,Engineering,75.4314094558,49.81,80.45,60.32,64.34,4.93,52.76,72.69,B,7.5,1,1,Not Reported,0,10,8.8
Female,20,Business,52.899,55.12,78.77,74.81,96.04,0.3,88.39,91.75,F,27.2,0,1,Not Reported,2,10,4.7
Female,20,Engineering,70.39,62.05,77.0,79.15,94.42,5.93,70.49,91.54,B,17.6,1,1,Not Reported,2,8,4.4
Male,19,Business,70.82,44.17,56.02,63.26,55.19,3.58,60.99,52.4495,C,8.5,1,1,PhD,0,3,4.2
Female,18,Engineering,97.5205,75.06,56.03,53.44,51.37,5.62,55.85,61.15,A,7.2,1,1,Not Reported,0,7,8.0
Female,23,Engineering,79.96,76.45,91.78,87.75,98.82,0.09,50.64,71.19,D,16.0,1,1,Master's,1,9,8.6
Male,18,Engineering,81.78,43.73,42.978,79.27,97.82,3.21,71.39,52.4495,D,6.3,0,1,Not Reported,0,8,4.5
Male,22,Engineering,75.4314094558,64.14,50.89,92.11,71.11,7.69,66.99,63.03,B,28.9,0,1,High School,2,6,8.8
Male,20,Engineering,88.5,64.84,76.61,62.99,52.53,5.01,84.82,62.91,A,9.3,0,1,Master's,0,5,5.6
Male,23,CS,81.75,60.03,89.02,82.64,80.94,7.89,98.83,60.73,A,15.5,1,1,PhD,2,7,7.4
Female,24,Business,61.86,73.46,61.5,74.81,64.67,6.99,60.34,69.83,A,20.2,0,1,Bachelor's,1,9,8.8
Male,24,Business,93.7,60.76,79.21,64.59,96.84,8.55,62.15,90.65,A,21.9,1,1,PhD,1,6,4.2
Female,20,CS,86.61,64.98,73.43,82.83,89.73,0.07,66.87,62.21,A,19.1,0,0,PhD,0,2,6.7
Female,18,Business,87.09,87.85,43.87,91.28,82.48,2.61,73.3,79.1,A,9.5,0,1,PhD,2,8,7.3
Male,23,CS,97.5205,49.73,77.31,66.05,64.23,5.49,84.88,77.88,A,16.8,0,1,Bachelor's,0,4,5.9
Male,19,CS,90.13,77.15,88.83,74.81,85.06,9.41,67.6,90.9,A,13.1,1,1,Master's,0,6,4.5
Male,24,CS,91.46,70.34,96.79,83.89,64.46,6.8,55.21,69.7,B,7.2,1,1,PhD,0,2,7.1
Male,18,Business,97.5205,58.3,42.978,67.43,51.88,4.57,86.52,61.18,B,14.7,0,1,High School,1,6,4.2
Male,19,Business,57.56,83.65,79.6,93.82,75.42,1.3,89.73,94.58,C,20.2,1,1,Master's,0,2,8.6
Male,23,Business,75.4314094558,73.07,64.87,75.46,74.43,4.93,62.38,91.65,C,7.6,0,1,PhD,1,1,6.3
Female,20,CS,79.03,68.64,42.978,82.41,88.15,4.41,56.84,81.08,A,9.1,0,1,Bachelor's,2,5,8.6
Female,22,Engineering,66.46,80.06,76.86,74.78,93.28,7.78,76.39,54.66,D,7.2,1,1,PhD,1,4,8.2
Female,21,Business,91.97,88.14,47.35,72.64,67.72,4.13,60.42,52.4495,A,6.3,0,1,PhD,0,4,4.2
Female,20,CS,88.12,97.121,62.71,92.4,72.47,3.19,68.71,59.13,A,28.4,0,1,Not Reported,0,1,6.3
Male,19,Engineering,86.04,77.76,55.68,64.74,73.52,0.9,88.87,59.83,A,26.0,0,1,Not Reported,0,9,8.4
Male,18,CS,97.5205,92.47,61.67,74.81,66.21,0.47,60.98,56.81,B,10.8,1,1,Master's,2,8,5.9
Female,24,CS,62.97,43.29,69.56,74.81,87.17,4.39,90.31,63.11,D,19.4,0,1,Not Reported,0,1,5.6
Female,23,Engineering,86.77,71.81,61.55,91.25,76.11,3.47,83.7,66.89,A,25.0,0,1,Bachelor's,0,5,7.4
Female,20,Engineering,77.57,52.88,73.16,74.81,95.7,5.55,60.99,87.72,C,14.2,0,1,Not Reported,2,9,7.5
Male,24,CS,75.4314094558,45.65,54.32,59.27,82.52,7.12,76.32,85.48,C,23.5,1,1,Bachelor's,1,1,7.2
Male,24,CS,58.03,71.92,78.12,83.78,60.59,0.4,80.7,55.22,D,26.7,0,0,PhD,1,10,5.8
Male,22,CS,94.79,84.81,91.23,53.94,58.24,4.96,60.01,97.513,B,17.5,0,1,Master's,2,10,4.3
Female,23,CS,79.77,64.74,53.44,71.19,68.62,8.62,57.25,87.61,F,27.2,1,1,Not Reported,1,3,8.6
Female,19,CS,91.25,80.21,70.47,54.29,67.35,4.55,76.56,58.17,A,10.2,1,1,Not Reported,0,4,5.6
Male,23,CS,77.27,69.38,78.92,79.9,70.36,5.21,84.69,56.22,D,27.5,1,1,Master's,1,2,8.0
Male,23,Engineering,61.0,66.23,73.88,74.81,59.18,4.87,73.25,54.38,A,25.1,1,1,Bachelor's,0,9,5.8
Female,18,Engineering,75.4314094558,57.42,61.94,81.46,98.91,3.9,53.5,86.59,B,26.0,1,1,Bachelor's,1,1,6.5
Female,21,Business,69.08,62.96,78.53,83.66,57.29,1.1,96.26,61.81,B,6.3,0,1,Not Reported,2,4,5.9
Male,24,Business,97.5205,60.99,42.978,74.36,82.63,1.26,84.75,53.65,B,21.6,1,1,Bachelor's,2,10,4.4
Female,19,CS,52.899,78.77,62.19,58.75,50.65,1.79,81.06,71.09,F,15.0,0,1,Bachelor's,1,3,5.6
Male,18,CS,97.5205,46.96,71.96,55.07,70.35,7.93,82.18,85.43,A,20.1,0,1,Not Reported,1,10,8.8
Male,24,Business,97.5205,45.56,42.978,65.66,65.46,2.75,69.93,65.23,A,7.1,0,1,Not Reported,0,9,4.6
Female,21,CS,97.5205,79.6,70.46,73.26,69.1,9.48,99.22,74.13,A,10.9,0,1,Not Reported,1,3,6.8
Female,18,CS,73.83,72.78,79.26,82.11,74.9,8.1,56.63,59.63,D,13.8,0,1,High School,0,7,8.8
Female,21,CS,97.5205,65.81,85.55,50.06,80.02,6.85,86.96,71.46,A,23.0,0,1,Not Reported,1,2,4.2
Male,21,Engineering,69.78,49.15,46.8,85.55,79.18,7.2,71.04,67.95,D,18.8,1,1,High School,1,8,4.3
Female,21,Engineering,52.899,64.66,96.79,85.64,81.54,0.48,94.05,71.7,D,6.3,0,1,Not Reported,1,2,8.5
Female,18,Mathematics,61.22,87.38,76.37,72.23,92.23,5.68,85.86,73.29,C,13.4,0,1,Bachelor's,0,10,7.7
Male,23,Business,97.26,93.38,61.79,67.17,94.34,9.41,78.11,54.61,A,28.5,0,1,High School,0,9,6.7
Male,21,Engineering,52.899,82.15,54.95,92.12,86.86,0.39,96.88,54.67,F,9.5,1,1,PhD,0,9,6.7
Female,23,CS,77.3,43.59,74.37,89.23,53.95,2.91,95.62,63.03,F,10.9,0,1,Bachelor's,0,9,8.8
Male,24,CS,53.78,80.22,92.9,99.16,98.06,0.52,52.62,55.79,D,12.7,1,1,Not Reported,0,6,4.2
Male,24,CS,64.32,54.46,71.23,68.6,97.37,5.7,59.63,62.64,D,11.7,1,1,Not Reported,2,7,5.4
Male,19,CS,54.4,58.92,79.69,95.34,85.59,1.16,83.8,52.4495,D,8.0,0,1,Master's,1,4,5.6
Female,22,CS,92.98,51.75,61.46,54.37,75.87,4.79,96.09,67.54,A,12.8,1,0,Master's,2,2,4.6
Female,23,CS,79.55,86.55,63.29,70.57,62.53,7.2,71.52,60.67,B,18.5,1,1,High School,1,3,5.8
Male,24,CS,95.11,78.92,57.17,73.27,87.82,1.64,51.92,94.61,A,21.9,0,1,High School,0,3,5.9
Male,22,CS,84.42,76.71,82.34,72.04,93.89,7.55,82.16,92.91,C,21.1,0,1,Bachelor's,0,1,8.8
Male,21,Mathematics,97.5205,80.08,61.55,81.25,83.26,0.6,59.73,65.02,A,9.1,1,1,Not Reported,0,3,6.2
Female,22,Engineering,75.49,54.21,51.44,58.51,81.45,1.5,77.62,73.77,F,20.4,0,1,High School,1,4,8.7
Male,22,Mathematics,81.94,66.68,62.16,93.32,59.65,2.8,69.23,97.513,B,14.0,1,1,Not Reported,0,4,8.1
Male,21,CS,78.82,78.0,91.23,77.59,67.89,7.96,77.9,76.2,F,25.5,0,0,Not Reported,0,3,7.7
Female,23,Engineering,74.21,78.2,84.3,95.21,86.16,8.5,96.62,92.42,C,14.1,0,1,High School,2,10,5.7
Male,21,CS,92.3,87.51,60.08,50.13,50.84,2.2,74.29,91.32,B,28.9,0,1,Not Reported,0,4,6.1
Female,19,CS,82.23,57.23,94.41,74.81,82.06,0.96,51.73,97.06,B,20.4,0,1,Not Reported,1,4,4.2
Female,20,CS,90.07,86.22,44.49,70.62,88.33,8.48,79.05,65.29,A,15.7,0,1,Not Reported,0,3,5.9
Female,18,Mathematics,89.32,66.41,42.99,75.25,66.74,6.49,66.29,52.4495,A,17.6,0,1,Not Reported,2,5,8.4
Male,21,Mathematics,59.55,80.21,47.65,87.19,53.81,1.58,88.91,55.2,F,9.4,1,1,Not Reported,1,3,7.9
Male,21,CS,82.51,67.34,46.99,61.36,90.96,5.58,73.5,78.56,A,22.0,1,1,Not Reported,1,8,8.0
Female,22,CS,59.98,96.92,45.27,60.24,57.09,8.72,87.07,76.51,F,28.9,0,1,Master's,2,3,5.1
Male,19,Engineering,79.17,50.76,79.68,85.15,68.54,0.7,95.44,64.92,A,17.9,0,1,Not Reported,1,10,5.1
Female,24,CS,75.4314094558,80.5,76.05,76.07,85.36,0.84,68.11,62.44,B,28.9,0,1,Not Reported,2,3,7.3
Male,24,CS,97.5205,74.59,78.86,61.68,90.85,2.74,99.47,85.47,B,8.8,0,0,PhD,2,8,7.3
Female,22,CS,52.899,50.36,81.3,74.81,93.12,6.52,57.49,67.03,D,20.9,0,1,Not Reported,0,1,5.0
Female,23,Engineering,75.4314094558,43.96,85.41,72.98,76.52,1.78,82.2,80.2,F,21.9,0,0,Not Reported,0,4,7.6
Male,21,CS,53.85,87.95,52.43,84.57,73.79,8.16,51.74,85.61,F,12.8,0,1,Master's,1,3,5.9
Male,21,CS,69.92,49.45,77.34,50.13,92.42,7.5,60.65,71.52,D,13.8,0,1,Master's,1,1,8.4
Male,22,CS,91.08,51.19,74.8,79.34,78.15,5.61,81.69,59.67,A,28.6,0,1,Not Reported,2,1,5.8
Male,21,Engineering,92.2,97.121,96.62,80.28,78.93,1.16,52.31,93.04,B,20.3,1,1,Bachelor's,0,7,5.1
Female,23,Mathematics,86.85,83.04,53.94,87.28,71.7,9.88,55.09,54.68,A,24.5,0,1,PhD,1,4,5.0
Female,20,CS,94.84,55.03,43.52,94.46,68.64,4.9,64.55,91.47,B,23.1,1,1,Not Reported,1,5,8.5
Male,18,Business,66.14,75.46,79.21,74.81,74.03,4.52,78.78,91.83,B,20.3,0,1,Not Reported,1,2,8.3
Male,18,Business,54.41,72.05,84.41,74.81,68.24,9.96,50.8,78.55,C,6.3,0,1,Not Reported,0,3,6.1
Female,18,Mathematics,52.91,90.67,56.99,55.12,67.18,8.64,74.12,81.47,C,21.6,0,1,PhD,0,1,5.2
Male,20,Business,92.61,83.76,74.25,66.84,99.68,4.56,81.29,67.9,B,13.6,1,1,Master's,0,4,5.4
Male,21,Engineering,86.52,89.9,43.57,53.42,66.81,4.19,70.13,92.08,B,16.7,0,1,Master's,1,8,5.9
Male,22,Business,84.93,52.69,96.79,90.14,62.82,0.96,53.38,63.19,F,26.3,0,1,PhD,1,3,4.2
Male,24,CS,66.98,78.41,46.6,90.35,67.7,9.27,80.54,77.99,C,28.9,1,1,Bachelor's,0,1,4.3
Female,19,Engineering,75.4314094558,43.29,44.05,70.86,79.54,8.44,80.29,52.4495,C,22.4,0,1,PhD,1,4,8.6
Female,21,Mathematics,97.5205,44.14,42.978,62.98,95.55,3.1,75.3,96.99,A,10.8,0,1,Not Reported,2,9,7.8
Male,20,Business,53.19,82.81,65.64,74.81,89.39,7.53,84.66,97.41,C,12.9,0,1,Not Reported,0,10,8.1
Female,23,Mathematics,88.69,43.29,45.83,74.81,92.11,7.63,60.39,85.52,A,8.5,1,1,PhD,1,8,6.4
Male,20,Business,65.48,74.79,84.68,74.81,92.95,2.28,83.93,71.16,B,19.5,1,1,Not Reported,0,10,5.8
Male,24,Business,52.899,90.42,93.93,63.31,96.03,6.14,58.07,58.93,F,28.2,0,1,Not Reported,2,3,4.5
Male,18,Business,87.13,62.8,55.61,81.09,61.75,2.55,69.63,74.62,A,25.3,0,1,Not Reported,2,4,6.8
Female,21,Business,66.55,43.29,77.73,62.93,72.92,7.9,53.38,89.57,A,18.6,0,1,Bachelor's,0,5,7.7
Female,24,Engineering,86.11,82.83,42.978,61.26,69.26,1.54,90.96,80.26,B,28.5,0,1,Master's,1,7,5.0
Female,18,Mathematics,75.4314094558,95.78,63.19,51.06,69.09,6.69,76.91,76.37,F,27.4,0,1,Bachelor's,0,1,5.9
Female,19,Business,76.74,83.03,57.58,78.86,82.61,3.26,98.55,92.47,C,14.0,0,1,Not Reported,2,3,8.6
Female,23,Business,75.4314094558,74.71,53.72,57.5,70.09,0.36,97.12,65.66,F,18.7,0,1,Master's,1,1,8.2
Male,18,Engineering,79.05,53.8,78.68,50.62,80.82,1.24,99.93,93.0,A,12.4,0,1,Not Reported,1,3,8.0
Male,19,CS,64.33,43.29,47.81,74.81,69.11,6.55,55.06,71.97,C,6.3,0,0,Not Reported,1,6,4.2
Female,20,CS,86.71,81.68,91.64,65.69,65.56,2.4,80.33,52.4495,B,16.3,0,1,High School,0,9,4.8
Female,18,Mathematics,79.46,53.86,79.89,83.46,67.65,6.31,70.38,86.6,B,23.8,0,0,Bachelor's,0,6,5.5
Female,18,Engineering,52.899,91.49,82.64,60.13,90.19,4.15,76.63,93.89,D,20.9,1,1,Not Reported,0,8,5.5
Male,22,CS,95.08,67.98,96.12,94.38,80.05,6.93,65.44,74.22,A,28.2,0,1,Bachelor's,1,4,4.6
Female,23,CS,77.28,71.84,96.54,64.42,98.7,4.93,52.4,72.74,B,22.1,0,1,Bachelor's,1,5,5.4
Male,23,Business,93.43,85.24,73.1,74.81,91.63,3.09,85.39,90.27,B,8.5,0,1,High School,2,8,6.1
Male,24,Business,94.14,86.77,69.72,60.9,74.29,1.46,98.29,94.24,A,11.7,1,1,Bachelor's,1,1,4.2
Female,20,Business,72.25,78.56,60.12,62.69,62.12,3.41,76.62,97.513,D,8.1,1,0,Not Reported,1,8,6.0
Male,22,Engineering,75.4314094558,96.31,82.93,53.71,83.7,6.35,66.48,67.28,B,24.9,1,1,Bachelor's,0,2,6.5
Male,24,CS,70.79,97.121,72.29,74.81,86.33,7.4,96.91,79.73,F,28.8,1,1,Bachelor's,1,6,4.2
Female,19,CS,72.47,96.81,95.97,92.98,73.21,1.6,68.23,91.15,B,10.7,0,1,High School,0,4,7.4
Male,24,CS,94.76,89.45,54.32,84.42,61.5,6.64,95.73,76.59,B,24.1,1,1,Bachelor's,0,10,4.4
Female,19,Business,89.41,82.34,58.62,93.76,77.86,1.79,92.78,73.09,A,15.9,0,1,Master's,1,10,7.2
Male,20,CS,56.33,79.8,58.97,55.24,62.69,2.22,76.44,78.6,F,13.9,0,1,PhD,0,4,8.8
Female,23,Engineering,80.52,46.23,88.36,72.78,97.0,5.31,83.84,67.84,B,28.9,0,1,Master's,1,5,4.3
Female,19,Engineering,97.5205,56.29,45.94,61.46,81.44,2.89,85.02,59.6,A,13.6,0,1,High School,2,1,5.4
Male,20,Engineering,79.78,43.29,67.34,86.06,64.6,6.62,82.05,53.33,C,21.5,0,1,Bachelor's,1,4,4.6
Female,24,Mathematics,89.29,48.24,65.65,98.51,60.79,9.56,58.04,80.5,B,22.8,0,0,Not Reported,0,8,5.8
Male,19,CS,88.45,66.35,44.39,90.77,85.84,1.49,84.64,68.96,B,24.3,0,1,Bachelor's,1,9,8.2
Male,21,Business,67.52,48.79,64.65,51.76,85.39,5.71,50.16,94.15,D,26.6,0,1,Bachelor's,2,2,8.6
Female,18,CS,68.59,94.1,70.8,65.83,79.86,9.23,85.5,61.15,F,19.2,0,1,Not Reported,1,6,8.2
Male,24,CS,86.2,88.34,43.91,51.43,80.72,1.77,77.74,65.54,A,20.1,0,1,Bachelor's,2,5,7.5
Female,23,Engineering,75.0,44.3,70.59,52.01,80.19,3.67,62.99,97.513,C,22.8,0,1,Not Reported,0,8,7.6
Male,24,CS,78.53,54.93,96.79,53.98,68.01,1.24,90.19,77.81,C,8.7,0,1,Not Reported,1,8,4.6
Male,21,Business,85.65,89.14,96.79,63.82,96.87,6.42,70.26,67.34,A,10.0,0,1,Not Reported,0,8,5.2
Female,20,Engineering,88.88,88.18,71.9,65.21,73.96,6.69,74.29,93.04,A,24.1,1,1,PhD,1,10,5.8
Male,20,CS,63.58,96.73,70.91,70.02,51.02,6.64,51.38,87.17,A,8.4,0,1,Bachelor's,1,1,4.3
Male,24,CS,57.34,97.121,57.13,74.81,67.42,5.42,70.07,78.66,C,22.2,0,1,Not Reported,1,10,8.1
Male,21,Engineering,64.59,97.121,96.79,88.57,56.51,7.46,58.37,94.45,D,6.3,0,1,Bachelor's,1,4,5.3
Male,24,Business,75.38,64.61,56.45,57.07,68.17,0.36,63.81,54.7,F,13.4,0,1,Not Reported,1,2,4.3
Male,18,Engineering,67.11,55.02,67.17,57.89,80.41,9.58,62.61,69.72,F,21.6,0,1,High School,2,4,4.4
Male,18,Engineering,78.42,85.5,42.978,81.33,51.13,2.22,52.3,90.53,B,22.7,1,1,High School,0,6,8.8
Male,22,Business,52.899,57.96,60.95,78.59,93.51,1.22,73.02,69.3,D,20.8,0,1,Not Reported,1,4,8.6
Male,19,Engineering,75.49,88.38,44.29,57.7,80.52,9.41,76.13,96.34,C,16.0,0,1,Not Reported,0,5,8.8
Female,22,CS,68.4,72.04,84.63,74.81,64.77,8.3,78.55,57.63,A,11.4,1,1,Not Reported,0,3,8.8
Male,18,Engineering,76.73,87.64,73.66,74.81,65.56,7.65,73.11,66.83,A,20.3,0,1,Not Reported,0,2,8.0
Male,21,Engineering,71.13,56.55,74.33,68.35,73.28,1.05,93.48,71.29,A,9.6,1,1,Not Reported,1,7,5.4
Female,19,Business,64.21,70.48,57.19,71.02,62.4,8.08,51.88,84.35,B,6.5,0,0,PhD,1,6,5.6
Female,21,Engineering,95.21,73.84,88.89,66.14,50.22,6.09,80.69,59.77,A,6.3,0,1,Bachelor's,0,3,6.0
Female,22,Mathematics,59.24,96.59,42.978,77.87,51.33,7.32,93.31,52.4495,C,11.7,1,1,Not Reported,2,10,7.9
Male,20,CS,84.07,56.0,60.02,69.43,67.89,9.78,52.05,97.513,C,6.3,0,1,High School,0,9,8.6
Female,21,Mathematics,96.23,96.2,79.57,62.97,56.21,1.94,74.82,94.94,A,11.2,0,1,Master's,2,6,6.2
Female,22,Engineering,76.93,88.29,94.48,95.22,51.12,5.04,79.45,65.01,C,12.2,0,1,PhD,0,5,5.5
Male,22,Engineering,93.82,83.85,54.08,65.42,92.96,7.53,59.55,74.17,A,13.6,0,1,Master's,1,8,5.2
Male,22,CS,56.24,87.21,72.47,84.92,63.71,4.34,62.63,74.45,F,22.8,0,0,PhD,1,2,5.3
Female,20,CS,75.4314094558,76.33,72.28,67.36,75.16,0.55,89.28,93.46,C,16.0,1,1,Not Reported,1,6,4.2
Female,20,Business,72.85,54.64,92.45,71.76,58.97,1.11,78.37,79.85,F,28.9,1,1,Not Reported,1,6,5.2
Male,24,Business,52.899,51.37,43.03,61.8,52.34,6.02,65.79,91.32,F,28.7,0,1,Not Reported,1,7,5.5
Male,20,CS,72.16,91.98,65.47,87.62,87.24,2.85,88.24,95.6,C,28.9,0,1,High School,1,3,7.9
Male,19,Engineering,68.45,83.51,50.95,86.86,56.25,1.38,87.34,78.3,A,15.3,0,1,Master's,2,6,6.7
Male,20,CS,83.49,52.79,42.978,51.11,51.29,3.4,67.27,64.27,A,6.3,1,1,Master's,0,3,5.7
Male,20,Mathematics,96.92,76.91,48.82,53.01,79.36,2.01,74.43,74.94,B,26.5,0,1,Not Reported,0,8,7.0
Female,20,Business,54.29,66.85,96.79,96.12,50.67,0.24,83.23,92.54,C,15.9,0,1,Master's,2,5,7.9
Male,21,CS,66.37,49.52,52.89,94.44,71.81,1.52,67.16,79.18,A,21.0,0,1,Not Reported,0,6,7.1
Male,20,Business,72.2,71.91,96.1,75.3,64.44,8.83,81.45,94.79,B,26.1,1,1,High School,0,9,4.4
Male,19,Mathematics,72.76,56.89,52.32,74.67,65.97,0.12,62.55,94.77,A,20.2,0,1,Master's,0,9,5.2
Male,22,CS,88.74,45.77,95.88,90.62,50.19,7.74,64.6,68.67,A,23.4,1,1,High School,1,5,5.4
Male,21,Business,72.17,68.02,79.28,56.92,98.22,7.53,65.53,72.41,B,11.2,0,1,High School,1,10,5.8
Female,18,Engineering,52.899,75.41,46.79,82.68,75.85,5.64,96.8,83.9,D,9.9,1,1,Not Reported,0,7,4.2
Male,20,Engineering,85.51,43.29,74.91,73.8,78.63,2.08,91.68,55.55,B,18.9,1,0,Master's,0,6,7.7
Female,24,CS,94.24,64.13,59.11,87.17,83.31,8.78,78.26,73.28,B,20.9,0,1,Not Reported,1,10,6.4
Male,24,CS,75.7,55.46,62.99,51.51,89.88,4.75,78.19,57.47,F,26.8,0,1,Not Reported,0,4,8.5
Female,22,Engineering,79.06,43.29,66.41,79.64,80.4,1.73,52.81,92.4,D,25.5,0,1,PhD,0,1,6.6
Female,22,CS,58.15,47.54,65.36,77.84,88.11,4.29,82.48,97.14,C,28.9,0,1,Not Reported,1,4,8.8
Male,21,Business,61.03,48.34,79.85,92.04,72.44,1.95,66.41,57.08,D,28.9,1,1,PhD,0,2,7.5
